trip_uuid,source_center,source_name,destination_center,destination_name,data,route_type,tod_bucket,osrm_distance,osrm_time,actual_time,hour_of_day,day_of_week,src_betweenness,src_bottleneck_score,src_avg_delay,src_in_degree,src_out_degree,dst_bottleneck_score,pred_time_ftl,pred_time_cart,pred_p90_ftl,pred_p90_cart,delta_time_min,delta_risk_min,cost_ftl,cost_cart,delta_cost,vot_effective,benefit_ftl,break_even_vot,recommended_route,switch,extrapolated
trip-153824687536523684,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),test,FTL,evening,865.8591,614.0,1452.0,19,6,0.0883397291826111,0.2095564632144561,2.372165560766802,30.0,26.0,0.0625015236765678,1260.739232367357,442.325843680909,1453.1176362601102,439.09887446077266,-818.4133886864481,-1014.0187617993375,28475.773,38963.6595,-10487.8865,27.70667091908419,-36723.052505583684,inf,Carting,True,True
trip-153824687536523684,IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),test,FTL,evening,814.2168,584.0,1338.0,21,0,0.0254728742197988,0.0625015236765678,2.4536502295445044,13.0,9.0,0.4575710171408227,1153.2225391758768,321.875865782673,1360.2918049197417,401.6266403178423,-831.3466733932039,-958.6651646018994,26926.504,36639.756,-9713.252,22.29856272399347,-29226.26359413316,inf,Carting,True,True
trip-153817108331373264,IND177203AAA,Amb_Adrshngr_D (Himachal Pradesh),IND177101AAA,DehraGopipur_Central_D_1 (Himachal Pradesh),test,FTL,night,31.24,35.0,110.0,3,5,0.0,0.0,0.0,0.0,1.0,7.685113036330222e-07,59.63346414926879,67.25829918749982,66.8202788302186,112.98613655326655,7.624835038231026,46.16585772304795,3437.2,1405.8,2031.3999999999999,20.0,614.1552779951,66.15265138261034,Carting,True,False
trip-153817108331373264,IND177101AAA,DehraGopipur_Central_D_1 (Himachal Pradesh),IND176001AAB,Kangra_Central_D_2 (Himachal Pradesh),test,FTL,night,42.9878,59.0,72.0,5,5,3.963013983098538e-07,7.685113036330222e-07,1.9392091648189207,1.0,1.0,,96.9144878094184,119.62136465879985,121.39019493157369,186.06422147064853,22.706876849381445,64.67402653907484,3789.634,1934.451,1855.183,20.000028262853956,1100.879358075805,33.703704371039066,Carting,True,False
trip-153817108331373264,IND176215AAA,Dharamshala_GrudwrRd_D (Himachal Pradesh),IND176061AAA,Palampur_Cnsrvila_D (Himachal Pradesh),test,FTL,morning,33.5531,47.0,70.0,8,5,0.0,0.0,0.0,0.0,1.0,0.0007669742810257,82.80035409623642,85.46124621209775,108.37754599777828,101.73550805293362,2.66089211586133,-6.64203794484466,3506.593,1509.8895,1996.7034999999998,20.0,-13.202537131219998,inf,Carting,True,False
trip-153817108331373264,IND176061AAA,Palampur_Cnsrvila_D (Himachal Pradesh),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),test,FTL,morning,275.6546,277.0,561.0,10,5,0.0003955087955132,0.0007669742810257,1.9392091648189207,1.0,1.0,0.1402660721185986,599.9796061855699,409.81252963010695,781.3886471107943,484.44140660804624,-190.16707655546293,-296.94724050274806,10769.638,12404.457,-1634.8189999999995,20.028206328244895,-6782.365746787953,inf,Carting,True,True
trip-153841847819969213,IND122001AAA,GGN_DPC (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),test,Carting,evening,34.7224,33.0,78.0,18,0,0.002001718362863,0.003980792852843,1.9886877828054297,2.0,3.0,0.4575710171408227,85.00326671662526,56.14592268896786,128.05529246382022,103.76333298133326,-28.857344027657405,-24.29195948248696,3541.672,1562.508,1979.164,20.14639806400296,-826.0692825954712,inf,Carting,False,False
trip-153808984830675237,IND401104AAA,Mumbai_MiraRd_IP (Maharashtra),IND401208AAA,Nalasopara (Maharashtra),test,Carting,evening,23.9966,19.0,48.0,23,3,0.0012049544015611,0.0060719150599918,5.039124345390331,4.0,4.0,0.0,60.788267078908376,50.081532991678195,81.18903133411243,76.16318538913197,-10.706734087230181,-5.0258459449804604,3219.898,1079.847,2140.0510000000004,20.2233013980967,-267.3451090982027,inf,Carting,False,False
trip-153808984830675237,IND401209AAA,Mumbai_Virar_DC (Maharashtra),IND401104AAA,Mumbai_MiraRd_IP (Maharashtra),test,Carting,night,25.9199,22.0,148.0,1,4,0.0,0.0,2.1538461538461537,1.0,1.0,0.0060719150599918,63.70527446354028,86.22513265726549,174.57486759859674,147.56354840979824,22.519858193725213,-27.011319188798495,3277.5969999999998,1166.3954999999999,2111.2015,20.0,180.2839719865193,234.20845200347202,Carting,False,False
trip-153817148254221817,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),test,Carting,evening,46.4315,55.0,83.0,21,4,0.0025084047977983,0.0052926359037691,2.109960843805829,10.0,15.0,0.2226269246338209,70.7483079876743,81.09674969229778,132.4920619569345,105.62751194042973,10.348441704623482,-26.864550016504765,3892.9449999999997,2089.4175,1803.5274999999997,20.194642544444626,-62.27691123343941,inf,Carting,False,False
trip-153809020239871529,IND563131AAB,Bangarapet_KolarRd_D (Karnataka),IND563116AAA,Bethamangala_FshryOFC_D (Karnataka),test,Carting,night,14.6203,14.0,24.0,3,4,0.0018557473478189,0.003403059609298,1.8337946775446772,3.0,3.0,0.0002650209148006,39.26275873815084,35.315603090259856,59.70497746660216,65.10410011636188,-3.9471556478909875,5.399122649759718,2938.609,657.9135,2280.6955,20.125151284406087,-25.108024492165153,inf,Carting,False,False
trip-153809020239871529,IND563116AAA,Bethamangala_FshryOFC_D (Karnataka),IND563131AAB,Bangarapet_KolarRd_D (Karnataka),test,Carting,night,16.5702,16.0,68.0,4,4,0.0001311097126075,0.0002650209148006,2.0213675213675213,2.0,1.0,0.003403059609298,53.01098647002849,39.31164929145099,86.95889324527755,59.5537187191713,-13.699337178577501,-27.40517452610625,2997.1059999999998,745.659,2251.4469999999997,20.009746437526733,-548.3055599772952,inf,Carting,False,False
trip-153809020239871529,IND563131AAB,Bangarapet_KolarRd_D (Karnataka),IND560300AAB,Bangalore_East_I_20 (Karnataka),test,Carting,night,76.5575,76.0,138.0,5,4,0.0018557473478189,0.003403059609298,1.8337946775446772,3.0,3.0,1.393532897710707e-05,140.51091366714655,137.53417662200934,194.40829132148178,202.29239057064683,-2.976737045137213,7.884099249165047,4796.725,3445.0875,1351.6375000000003,20.125151284406087,19.42706169807714,1400.2070715546674,Carting,False,False
trip-153802207542475434,IND400072AAB,Mumbai Hub (Maharashtra),IND401104AAA,Mumbai_MiraRd_IP (Maharashtra),test,Carting,night,18.8786,14.0,50.0,4,3,0.004996699358341,0.0130698692561693,2.615700549273936,11.0,9.0,0.0060719150599918,54.58343405055017,41.916438416176284,77.75735196409202,77.1760248302637,-12.666995634373883,-0.5813271338283243,3066.358,849.5369999999999,2216.8210000000004,20.480658910575677,-265.3813983810629,inf,Carting,False,False
trip-153820099580722093,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),test,Carting,morning,42.4916,51.0,99.0,6,5,0.0055638734815711,0.0111797467722126,2.009345972593103,4.0,12.0,0.2226269246338209,82.1058811140611,121.34754106499604,149.85876536818276,191.34592883294374,39.24165995093493,41.48716346476098,3774.748,1912.1219999999998,1862.6260000000002,20.411147563814165,1224.3676196492074,31.051404441004024,Carting,False,False
trip-153802167878739746,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560048AAB,Bengaluru_Hoodi_IP (Karnataka),test,Carting,night,30.8286,33.0,109.0,4,3,0.0025084047977983,0.0052926359037691,2.109960843805829,10.0,15.0,0.0017408672597735,84.6190886496417,69.5819148911824,108.45784243019621,106.6120980956029,-15.037173758459303,-1.8457443345933058,3424.858,1387.287,2037.5710000000001,20.194642544444626,-322.30742246356135,inf,Carting,False,False
trip-153857404845020955,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),test,FTL,afternoon,968.6691,709.0,1260.0,13,2,0.054239531307541,0.1300924670991227,2.398480664618793,27.0,27.0,0.2226269246338209,1421.762878675508,350.0479463467512,1524.3140127582126,452.54198310879974,-1071.714932328757,-1071.7720296494128,31560.073,43590.1095,-12030.036499999998,24.784294493263637,-39843.255301900994,inf,Carting,True,True
trip-153815335772897166,IND811399AAA,Noida_Sector02_C (Uttar Pradesh),IND110044AAB,Del_Okhla_PC (Delhi),test,Carting,afternoon,14.865200000000002,19.0,63.0,16,4,0.0002586187439389,0.0005444605135556,2.1052631578947367,1.0,2.0,0.0060079849836197,43.333227707623216,53.40255312082879,105.98304504468557,90.25358789585026,10.069325413205576,-15.729457148835309,2945.956,668.9340000000001,2277.022,20.020023138117743,44.13607972275542,1032.8518847246,Carting,False,False
trip-153818135267869805,IND312403AAA,BariSadri_BhmprDPP_D (Rajasthan),IND312001AAA,Chittaurgarh_DC (Rajasthan),test,FTL,morning,82.6775,68.0,153.0,6,5,0.0007890360840349,0.0015301060055333,1.9392091648189207,1.0,1.0,0.0048046674742343,168.66052909196372,185.5637711439147,252.73905114437667,229.90042588645696,16.90324205195097,-22.838625257919716,4980.325,3720.4874999999997,1259.8375,20.05627134222003,109.98717652909383,229.73262469757395,Carting,True,False
trip-153855229570161620,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),test,Carting,morning,41.1315,51.0,111.0,7,2,0.1199941083671602,0.2226269246338209,1.855315462261053,36.0,35.0,0.0111797467722126,94.48735366630656,107.45367962133369,150.40133783616426,132.14077311518912,12.96632595502713,-18.26056472097514,3733.945,1850.9175,1883.0275000000001,28.187351607116927,108.12790957951528,490.8775027167071,Carting,False,False
trip-153860891043685648,IND700053AAA,CCU_New Alipore_DPC (West Bengal),IND700144AAA,Baruipur_Bnsibtla_D (West Bengal),test,FTL,evening,28.9004,37.0,74.0,23,2,0.0015966983337904,0.00395489894985,2.476923076923077,2.0,2.0,,46.876952211731755,62.99496552902184,84.62635605065468,99.66894763591367,16.118013317290085,15.04259158525899,3367.012,1300.518,2066.494,20.145445787055177,476.2244201173245,87.41769864724402,Carting,True,False
trip-153860891043685648,IND700144AAA,Baruipur_Bnsibtla_D (West Bengal),IND743395AAA,Jaynagar_MjlprDPP_D (West Bengal),test,FTL,night,22.7952,21.0,65.0,2,3,,,,,,,42.224573247616895,47.97104243378178,58.9967989625393,79.16879044807196,5.746469186164887,20.171991485532658,3183.8559999999998,1025.784,2158.0719999999997,20.0,316.6492985786243,136.3067601720361,Carting,True,False
trip-153860891043685648,IND743395AAA,Jaynagar_MjlprDPP_D (West Bengal),IND700053AAA,CCU_New Alipore_DPC (West Bengal),test,FTL,night,55.6592,55.0,143.0,4,3,,,,,,0.00395489894985,114.45483709586148,128.73182766676695,153.05661073255018,169.4847157407901,14.276990570905468,16.428105008239925,4169.776,2504.6639999999998,1665.112,20.0,449.8208615005086,74.03444982278205,Carting,True,False
trip-153802169324422086,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND121002AAB,Faridabad_Mthurard_L (Haryana),test,Carting,night,79.3682,67.0,116.0,4,3,0.2139032235358459,0.4575710171408227,2.13914970320278,41.0,48.0,0.0,135.14391183571695,182.86984684793939,179.47080840236018,229.064068780455,47.725935012222436,49.59326037809481,4881.046,3571.569,1309.4770000000003,30.0,2175.6769560380953,18.056131858626973,FTL,True,False
trip-153861089403973335,IND390022AAA,Vadodara_Karelibaug_DPC (Gujarat),IND388320AAA,Anand_Vaghasi_IP (Gujarat),test,Carting,evening,36.4426,27.0,49.0,23,2,0.0044821444392031,0.0088995540973334,1.9855571854162608,5.0,4.0,0.0053666963054164,59.055905029651605,59.39566551234004,113.33038260052305,89.56166830463023,0.3397604826884333,-23.76871429589282,3593.2780000000002,1639.917,1953.3610000000003,20.327290953963786,-234.67037536085897,inf,Carting,False,False
trip-153834215131691040,IND444602AAA,Amravati_DC (Maharashtra),IND444005AAB,Akola_Gaurkshn_I (Maharashtra),test,FTL,night,96.632,73.0,176.0,2,0,0.0,0.0,0.0,0.0,1.0,0.0101516906144521,150.36048166818043,250.1414271801228,213.55201603053004,256.8688529358198,99.78094551194238,43.31683690528976,5398.96,4348.4400000000005,1050.5199999999995,20.0,2428.787279291745,8.650572316125931,FTL,False,False
trip-153834215131691040,IND444005AAB,Akola_Gaurkshn_I (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),test,FTL,morning,548.796,392.0,849.0,6,0,0.0043759600401374,0.0101516906144521,2.319877357502879,3.0,3.0,0.1300924670991227,932.3265417458379,370.64024815147235,968.5397922587462,417.22509906754436,-561.6862935943655,-551.3146931912017,18963.88,24695.820000000003,-5731.940000000002,20.37333966052802,-17059.486394173146,inf,Carting,True,True
trip-153858159177742618,IND500010AAB,Hyderabad_Alwal_L (Telangana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),test,Carting,afternoon,43.6524,35.0,80.0,15,2,0.0,0.0,2.8375000000000004,1.0,1.0,0.2095564632144561,60.45209937728985,134.5324586346944,146.64039990270348,246.9032713627283,74.08035925740455,100.26287146002483,3809.572,1964.358,1845.2140000000002,20.0,2484.2358997483393,14.855384709535242,FTL,True,False
trip-153860196851818822,IND122004AAA,Gurgaon_Begumpur_CP (Haryana),IND122413AAE,Gurgaon_Bilaspur_P (Haryana),test,Carting,evening,34.5991,33.0,48.0,21,2,0.0,0.0,0.0,0.0,2.0,0.0,66.70715364165598,59.31493860411675,90.69675363547961,126.40902399708547,-7.392215037539231,35.71227036160586,3537.973,1556.9595,1981.0135,20.0,209.278402865274,189.31848417013256,Carting,False,False
trip-153841522382733844,IND110044AAB,Del_Okhla_PC (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),test,Carting,afternoon,64.227,59.0,111.0,17,0,0.0025572668730604,0.0060079849836197,2.3493773946360155,2.0,6.0,0.4575710171408227,125.50610228576278,100.3676402018247,166.0550378542775,116.22853815731149,-25.13846208393808,-49.826499696965996,4426.81,2890.215,1536.5950000000003,20.220950298765885,-1012.093179353634,inf,Carting,False,False
trip-153816561032281865,IND000000ACT,Delhi_Gateway_HB (Delhi),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),test,FTL,evening,43.5963,42.0,54.0,20,4,0.0,0.0,0.0,0.0,3.0,0.4575710171408227,67.02503590776813,64.32231359217711,174.23854950672074,89.22167927081614,-2.702722315591018,-85.0168702359046,3807.889,1961.8335,1846.0555000000002,20.0,-904.2231486708664,inf,Carting,True,False
trip-153816561032281865,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),test,FTL,night,1562.2143999999998,1165.0,2225.0,1,5,0.2139032235358459,0.4575710171408227,2.13914970320278,41.0,48.0,0.2095564632144561,2338.0511823576608,334.5068444244203,2477.0022203691524,384.7057554296875,-2003.5443379332405,-2092.296464939465,49366.43199999999,70299.64799999999,-20933.215999999993,30.0,-91490.77711208918,inf,Carting,True,True
trip-153844696027255608,IND500039AAC,Hyderabad_Uppal_I (Telangana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),test,Carting,night,35.593300000000006,31.0,78.0,2,1,0.0047722614384472,0.0109458901847161,2.293648477958823,5.0,4.0,0.2095564632144561,88.14726704176844,114.65347440441128,170.04974523377948,174.49970257498404,26.50620736264284,4.449957341204566,3567.799,1601.6985000000002,1966.1004999999998,20.402547228923748,586.189379986278,68.4308854401279,Carting,False,False
trip-153854760187870525,IND401104AAA,Mumbai_MiraRd_IP (Maharashtra),IND401208AAA,Nalasopara (Maharashtra),test,Carting,morning,23.9665,19.0,43.0,6,2,0.0012049544015611,0.0060719150599918,5.039124345390331,4.0,4.0,0.0,56.57004368385577,51.30464243394611,85.63251154247604,76.67058364569675,-5.265401249909665,-8.961927896779287,3218.995,1078.4925,2140.5024999999996,20.2233013980967,-197.10368094112744,inf,Carting,False,False
trip-153843759683917966,IND410206AAB,Mumbai_Panvel_D (Maharashtra),IND000000AFT,Mumbai_Sanpada_I (Maharashtra),test,Carting,night,23.9474,19.0,41.0,1,1,0.0,0.0,2.1538461538461537,1.0,1.0,0.0088037839825763,107.36311322486515,66.874242121629,388.5917261325598,115.84363655411397,-40.48887110323615,-272.74808957844584,3218.422,1077.6329999999998,2140.789,20.0,-3537.2583178491814,inf,Carting,False,False
trip-153833713599091320,IND131028AAB,Sonipat_Kundli_H (Haryana),IND201204AAA,Modinagar_SikriKla_DC (Uttar Pradesh),test,FTL,evening,61.7744,46.0,99.0,19,6,0.0434767505003903,0.0936987471706706,2.155146051447184,19.0,18.0,0.0,102.00647507336727,104.47173202168398,152.93559634467,119.11261212359108,2.465256948316707,-33.82298422107891,4353.232,2779.848,1573.384,23.445875154114624,-338.7046260604554,inf,Carting,True,False
trip-153833713599091320,IND201204AAA,Modinagar_SikriKla_DC (Uttar Pradesh),IND250002AAA,Meerut (Uttar Pradesh),test,FTL,night,29.0966,28.0,32.0,1,0,0.0,0.0,2.0,1.0,1.0,0.0014849629935662,43.58613275462867,62.08659849553093,65.51219478842104,91.57493962067737,18.500465740902257,26.062744832256328,3372.898,1309.347,2063.5510000000004,20.0,630.6367631406084,65.4434096015397,Carting,True,False
trip-153833713599091320,IND250221AAA,Daurala_Sardhnrd_D (Uttar Pradesh),IND251201AAA,Khatauli_TilakNgr_D (Uttar Pradesh),test,FTL,night,19.9858,16.0,50.0,5,0,,,,,,0.0,38.78753593093373,40.84367294302408,58.12053935529961,61.90840400688245,2.0561370120903533,3.7878646515828365,3099.574,899.3610000000001,2200.2129999999997,20.0,79.00138675763543,557.006171739726,Carting,True,False
trip-153843727979201114,IND457001AAA,Ratlam_Khjurwli_DC (Madhya Pradesh),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),test,FTL,night,371.6415,264.0,498.0,4,1,0.0003959050969115,0.0004574903342088,1.1555555555555554,1.0,2.0,0.0726781514530142,520.1312603692089,397.6897312131518,552.3129146661713,391.4481709547929,-122.44152915605713,-160.86474371137842,13649.245,16723.8675,-3074.6224999999995,20.016824713494046,-4060.8913154948686,inf,Carting,True,True
trip-153861022636573944,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560085AAA,Bengaluru_Banshkri_DC (Karnataka),test,Carting,evening,35.7918,36.0,50.0,23,2,0.0055638734815711,0.0111797467722126,2.009345972593103,4.0,12.0,0.0,73.9894924749582,54.33944295863804,104.10067188242083,86.31672511066999,-19.65004951632016,-17.783946771750834,3573.754,1610.631,1963.1229999999998,20.411147563814165,-582.5754412264773,inf,Carting,False,False
trip-153810835285418937,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560043AAC,HBR Layout PC (Karnataka),test,Carting,night,27.3228,32.0,92.0,4,4,0.1199941083671602,0.2226269246338209,1.855315462261053,36.0,35.0,0.0014494316449606,121.03931215073102,71.2481716891439,199.98480978015488,92.23185851095688,-49.79114046158712,-107.752951269198,3319.684,1229.526,2090.1580000000004,28.187351607116927,-2922.1155451748127,inf,Carting,False,False
trip-153815581864472458,IND400072AAD,Mumbai_Chndivli_PC (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),test,Carting,afternoon,25.230400000000003,20.0,69.0,17,4,0.0005649614404229,0.0017595203248922,3.1144078144078144,3.0,1.0,0.1300924670991227,54.263234441777406,51.685986442819626,70.86650595944967,102.61160269657374,-2.5772479989577803,31.745096737124072,3256.9120000000003,1135.3680000000002,2121.544,20.06470830778198,266.76632378045537,159.57097177362598,Carting,False,False
trip-153828348627055121,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400072AAB,Mumbai Hub (Maharashtra),test,Carting,night,27.5482,23.0,48.0,4,6,0.054239531307541,0.1300924670991227,2.398480664618793,27.0,27.0,0.0130698692561693,123.64331052014226,71.56948146278563,171.52732171043806,117.39927907223152,-52.07382905735663,-54.12804263820654,3326.446,1239.669,2086.777,24.784294493263637,-1961.375789294017,inf,Carting,False,False
trip-153839801987368128,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),test,Carting,afternoon,49.1878,49.0,117.0,12,0,0.1199941083671602,0.2226269246338209,1.855315462261053,36.0,35.0,0.0052926359037691,94.60708655242475,116.28433855865237,143.98858372771875,159.02426965014664,21.67725200622762,15.035685922427888,3975.634,2213.451,1762.183,28.187351607116927,822.9324070504452,60.35887199425762,Carting,False,False
